溯源批次码,作物名称,生产省份,生产县区,基地经度,基地纬度,种植日期,全流程农事操作记录,采摘完成时刻,采摘重量(kg),加工中心,加工厂经纬度,加工具体工序,加工开始时刻,加工结束时刻,存储仓库ID,仓库类型,入库时刻,出库时刻,仓储温湿度环境,物流运单号,运输车辆类型,物流作业要求,发货起运时刻,终端签收时刻,销售城市,销售区县网点,网点经度,网点纬度,终端上架时刻
CN-AG-202409-11094,水稻,江苏省,射阳县,120.290698,33.735934,2024-04-25,2024-04-25 [播种育秧] -> 2024-05-18 [田间底肥] -> 2024-06-10 [插秧作业] -> 2024-07-03 [分蘖期灌溉] -> 2024-07-26 [除草控虫] -> 2024-08-18 [晒田补肥],2024-09-17 11:28,15527.14,射阳县第1深加工基地,"120.250114,33.742907",清理去石->砻谷脱壳->糙米碾白->抛光->色选->包装,2024-09-18 17:28,2024-09-18 20:54,WH-CN-513,平房仓(准低温),2024-09-19 00:54,2024-10-30 00:54,准低温低氧控制,LOG-CN-39955186319,散粮车,"防潮, 湿度<14%",2024-10-30 15:54,2024-11-01 07:59,成都市,新都区,104.15,30.82,2024-11-03 07:59
CN-AG-202406-11095,小麦,河北省,宁晋县,114.868539,37.567445,2023-11-10,2023-11-10 [深耕整地] -> 2023-12-18 [秋播种子处理] -> 2024-01-25 [越冬水灌溉] -> 2024-03-03 [拔节期追肥] -> 2024-04-10 [条锈病防治] -> 2024-05-18 [干热风防护],2024-06-26 13:14,38791.25,宁晋县第4深加工基地,"114.92132,37.621477",磁选除杂->着水润麦->多级研磨->高方筛理->包装,2024-06-29 19:14,2024-06-30 01:27,WH-CN-426,钢板筒仓,2024-06-30 09:27,2024-08-07 09:27,准低温低氧控制,LOG-CN-67012774809,全封闭货车,"干燥, 禁止异味混载",2024-08-07 17:27,2024-08-09 08:41,北京市,丰台区,116.28,39.85,2024-08-12 08:41
CN-AG-202406-11096,小麦,新疆维吾尔自治区,奇台县,89.596945,44.065364,2023-10-22,2023-10-22 [深耕整地] -> 2023-11-29 [秋播种子处理] -> 2024-01-06 [越冬水灌溉] -> 2024-02-13 [拔节期追肥] -> 2024-03-22 [条锈病防治] -> 2024-04-29 [干热风防护],2024-06-06 09:10,7133.58,奇台县第1深加工基地,"89.580974,44.029196",磁选除杂->着水润麦->多级研磨->高方筛理->包装,2024-06-10 12:10,2024-06-10 22:03,WH-CN-661,钢板筒仓,2024-06-11 02:03,2024-07-13 02:03,准低温低氧控制,LOG-CN-63768683341,全封闭货车,"干燥, 禁止异味混载",2024-07-13 11:03,2024-07-18 12:16,武汉市,洪山区,114.34,30.5,2024-07-19 12:16
CN-AG-202406-11097,小麦,甘肃省,永昌县,101.915288,38.191761,2023-11-02,2023-11-02 [深耕整地] -> 2023-12-10 [秋播种子处理] -> 2024-01-17 [越冬水灌溉] -> 2024-02-24 [拔节期追肥] -> 2024-04-02 [条锈病防治] -> 2024-05-10 [干热风防护],2024-06-15 11:37,5809.99,永昌县第1深加工基地,"101.970825,38.233706",磁选除杂->着水润麦->多级研磨->高方筛理->包装,2024-06-16 13:37,2024-06-16 20:31,WH-CN-493,钢板筒仓,2024-06-17 08:31,2024-08-02 08:31,准低温低氧控制,LOG-CN-99083559602,全封闭货车,"干燥, 禁止异味混载",2024-08-02 18:31,2024-08-04 09:56,上海市,浦东新区,121.54,31.22,2024-08-05 09:56
CN-AG-202410-11098,棉花,新疆维吾尔自治区,沙雅县,82.72547,41.237469,2024-04-23,2024-04-23 [覆膜播种] -> 2024-05-29 [人工打顶] -> 2024-07-04 [叶面喷施补硼] -> 2024-08-09 [枯萎病监测] -> 2024-09-14 [喷施脱叶剂],2024-10-22 15:12,19884.01,沙雅县第3深加工基地,"82.786843,41.228919",皮棉清理->锯齿轧花->纤维分级->压力打包,2024-10-26 21:12,2024-10-27 00:04,WH-CN-497,专业纤维库,2024-10-27 10:04,2024-11-06 10:04,避光控温控制,LOG-CN-15346993134,高栏平板车,"严禁烟火, 防静电, 干燥",2024-11-07 00:04,2024-11-08 10:58,武汉市,江岸区,114.3,30.59,2024-11-11 10:58
CN-AG-202410-11099,玉米,吉林省,榆树市,126.499263,44.795593,2024-07-03,2024-07-03 [免耕直播] -> 2024-07-25 [苗期中耕] -> 2024-08-16 [喇叭口期追肥] -> 2024-09-07 [大斑病防治] -> 2024-09-29 [人工授粉辅助],2024-10-22 11:15,28175.35,榆树市第5深加工基地,"126.542539,44.813398",物理清理->脱粒烘干->破碎加工->筛理分级,2024-10-23 13:15,2024-10-23 21:55,WH-CN-761,现代化圆筒仓,2024-10-24 04:55,2024-12-01 04:55,避光控温控制,LOG-CN-54062661773,重型散粮卡车,"通风良好, 严控高温",2024-12-01 18:55,2024-12-03 05:15,上海市,浦东新区,121.54,31.22,2024-12-04 05:15
CN-AG-202410-11100,水稻,安徽省,怀远县,117.202227,32.924794,2024-05-13,2024-05-13 [播种育秧] -> 2024-06-05 [田间底肥] -> 2024-06-28 [插秧作业] -> 2024-07-21 [分蘖期灌溉] -> 2024-08-13 [除草控虫] -> 2024-09-05 [晒田补肥],2024-10-05 08:12,20626.72,怀远县第4深加工基地,"117.197163,32.964917",清理去石->砻谷脱壳->糙米碾白->抛光->色选->包装,2024-10-08 10:12,2024-10-08 13:17,WH-CN-688,平房仓(准低温),2024-10-08 22:17,2024-10-31 22:17,准低温低氧控制,LOG-CN-94212323832,散粮车,"防潮, 湿度<14%",2024-11-01 08:17,2024-11-04 12:43,武汉市,洪山区,114.34,30.5,2024-11-05 12:43
CN-AG-202407-11101,大麦,甘肃省,民乐县,100.832118,38.488741,2024-04-17,2024-04-17 [翻耕播种] -> 2024-05-12 [分蘖期施氮] -> 2024-06-06 [化学除草] -> 2024-07-01 [灌浆期监控],2024-07-28 14:27,31949.69,民乐县第1深加工基地,"100.802851,38.43898",杂质清理->脱壳处理->分级磨皮->包装,2024-07-30 16:27,2024-07-30 19:45,WH-CN-805,平房仓,2024-07-30 23:45,2024-09-13 23:45,避光控温控制,LOG-CN-29357398834,散装车,防霉通风,2024-09-14 05:45,2024-09-19 12:53,广州市,白云区,113.27,23.15,2024-09-22 12:53
CN-AG-202409-11102,花生,辽宁省,黑山县,122.126568,41.675857,2024-05-26,2024-05-26 [清棵蹲苗] -> 2024-06-19 [培土迎葑] -> 2024-07-13 [钙镁肥补充] -> 2024-08-06 [下针期控旺] -> 2024-08-30 [地下虫害防治],2024-09-20 12:00,21364.91,黑山县第3深加工基地,"122.110084,41.681535",剥壳分选->烘炒->压榨提取->物理精炼,2024-09-24 15:00,2024-09-24 17:47,WH-CN-752,避光库房,2024-09-25 05:47,2024-10-27 05:47,避光控温控制,LOG-CN-39939955076,厢式货车,避光防潮,2024-10-27 15:47,2024-11-01 08:07,上海市,闵行区,121.38,31.11,2024-11-02 08:07
CN-AG-202406-11103,小麦,河北省,大名县,115.167018,36.300452,2023-10-27,2023-10-27 [深耕整地] -> 2023-12-04 [秋播种子处理] -> 2024-01-11 [越冬水灌溉] -> 2024-02-18 [拔节期追肥] -> 2024-03-27 [条锈病防治] -> 2024-05-04 [干热风防护],2024-06-08 13:29,8751.4,大名县第1深加工基地,"115.149793,36.278216",磁选除杂->着水润麦->多级研磨->高方筛理->包装,2024-06-09 17:29,2024-06-09 20:43,WH-CN-803,钢板筒仓,2024-06-10 02:43,2024-07-29 02:43,准低温低氧控制,LOG-CN-96197602613,全封闭货车,"干燥, 禁止异味混载",2024-07-29 10:43,2024-08-02 09:27,上海市,宝山区,121.48,31.4,2024-08-04 09:27
CN-AG-202407-11104,大麦,新疆维吾尔自治区,奇台县,89.532881,44.009853,2024-04-05,2024-04-05 [翻耕播种] -> 2024-04-30 [分蘖期施氮] -> 2024-05-25 [化学除草] -> 2024-06-19 [灌浆期监控],2024-07-19 08:18,5823.61,奇台县第1深加工基地,"89.583542,44.016707",杂质清理->脱壳处理->分级磨皮->包装,2024-07-23 10:18,2024-07-23 13:04,WH-CN-230,平房仓,2024-07-23 17:04,2024-08-31 17:04,避光控温控制,LOG-CN-42476642598,散装车,防霉通风,2024-08-31 23:04,2024-09-03 08:31,广州市,天河区,113.33,23.13,2024-09-05 08:31
CN-AG-202410-11105,水稻,湖北省,监利市,112.954806,29.781811,2024-05-19,2024-05-19 [播种育秧] -> 2024-06-11 [田间底肥] -> 2024-07-04 [插秧作业] -> 2024-07-27 [分蘖期灌溉] -> 2024-08-19 [除草控虫] -> 2024-09-11 [晒田补肥],2024-10-03 08:05,38127.64,监利市第3深加工基地,"112.904573,29.831987",清理去石->砻谷脱壳->糙米碾白->抛光->色选->包装,2024-10-05 11:05,2024-10-05 18:25,WH-CN-111,平房仓(准低温),2024-10-06 04:25,2024-10-20 04:25,准低温低氧控制,LOG-CN-67678761734,散粮车,"防潮, 湿度<14%",2024-10-20 12:25,2024-10-21 16:06,武汉市,洪山区,114.34,30.5,2024-10-23 16:06
CN-AG-202406-11106,小麦,河南省,唐河县,112.817178,32.657844,2023-10-29,2023-10-29 [深耕整地] -> 2023-12-06 [秋播种子处理] -> 2024-01-13 [越冬水灌溉] -> 2024-02-20 [拔节期追肥] -> 2024-03-29 [条锈病防治] -> 2024-05-06 [干热风防护],2024-06-10 14:46,8747.48,唐河县第1深加工基地,"112.821939,32.674738",磁选除杂->着水润麦->多级研磨->高方筛理->包装,2024-06-13 17:46,2024-06-13 21:29,WH-CN-440,钢板筒仓,2024-06-14 08:29,2024-07-20 08:29,准低温低氧控制,LOG-CN-11016179916,全封闭货车,"干燥, 禁止异味混载",2024-07-20 18:29,2024-07-23 20:21,深圳市,宝安区,113.88,22.55,2024-07-24 20:21
CN-AG-202406-11107,小麦,山东省,汶上县,116.515702,35.691484,2023-11-10,2023-11-10 [深耕整地] -> 2023-12-18 [秋播种子处理] -> 2024-01-25 [越冬水灌溉] -> 2024-03-03 [拔节期追肥] -> 2024-04-10 [条锈病防治] -> 2024-05-18 [干热风防护],2024-06-24 12:31,37907.04,汶上县第1深加工基地,"116.480939,35.733551",磁选除杂->着水润麦->多级研磨->高方筛理->包装,2024-06-27 15:31,2024-06-27 21:00,WH-CN-867,钢板筒仓,2024-06-28 09:00,2024-08-03 09:00,准低温低氧控制,LOG-CN-30097822485,全封闭货车,"干燥, 禁止异味混载",2024-08-03 21:00,2024-08-07 17:10,上海市,闵行区,121.38,31.11,2024-08-08 17:10
CN-AG-202411-11108,棉花,江苏省,射阳县,120.300692,33.747011,2024-05-18,2024-05-18 [覆膜播种] -> 2024-06-23 [人工打顶] -> 2024-07-29 [叶面喷施补硼] -> 2024-09-03 [枯萎病监测] -> 2024-10-09 [喷施脱叶剂],2024-11-15 08:32,35935.59,射阳县第4深加工基地,"120.245612,33.741455",皮棉清理->锯齿轧花->纤维分级->压力打包,2024-11-19 13:32,2024-11-19 19:01,WH-CN-972,专业纤维库,2024-11-20 05:01,2024-12-09 05:01,避光控温控制,LOG-CN-72473639116,高栏平板车,"严禁烟火, 防静电, 干燥",2024-12-09 12:01,2024-12-13 19:57,广州市,白云区,113.27,23.15,2024-12-15 19:57
CN-AG-202409-11109,大豆,安徽省,怀远县,117.233891,32.951993,2024-05-18,2024-05-18 [拌种包衣] -> 2024-06-12 [等距点播] -> 2024-07-07 [结荚期根外追肥] -> 2024-08-01 [食心虫绿色防控] -> 2024-08-26 [除草中耕],2024-09-16 15:53,15615.78,怀远县第5深加工基地,"117.194813,32.97985",磁选->破碎压胚->高温压榨->物理过滤->精炼,2024-09-18 21:53,2024-09-19 00:53,WH-CN-594,不锈钢储油罐区,2024-09-19 07:53,2024-10-22 07:53,准低温低氧控制,LOG-CN-52921419482,罐式车,"避光, 控温25℃下",2024-10-22 19:53,2024-10-24 09:44,北京市,朝阳区,116.48,39.92,2024-10-27 09:44
CN-AG-202410-11110,棉花,新疆维吾尔自治区,沙雅县,82.819675,41.264917,2024-04-16,2024-04-16 [覆膜播种] -> 2024-05-22 [人工打顶] -> 2024-06-27 [叶面喷施补硼] -> 2024-08-02 [枯萎病监测] -> 2024-09-07 [喷施脱叶剂],2024-10-11 12:51,20148.83,沙雅县第3深加工基地,"82.777987,41.214493",皮棉清理->锯齿轧花->纤维分级->压力打包,2024-10-14 14:51,2024-10-14 19:58,WH-CN-719,专业纤维库,2024-10-15 05:58,2024-11-18 05:58,避光控温控制,LOG-CN-33005048845,高栏平板车,"严禁烟火, 防静电, 干燥",2024-11-18 13:58,2024-11-20 01:19,广州市,天河区,113.33,23.13,2024-11-23 01:19
CN-AG-202409-11111,大豆,山东省,莒南县,118.887386,35.159161,2024-04-30,2024-04-30 [拌种包衣] -> 2024-05-25 [等距点播] -> 2024-06-19 [结荚期根外追肥] -> 2024-07-14 [食心虫绿色防控] -> 2024-08-08 [除草中耕],2024-09-01 14:42,10136.31,莒南县第2深加工基地,"118.835983,35.163618",磁选->破碎压胚->高温压榨->物理过滤->精炼,2024-09-04 16:42,2024-09-05 01:44,WH-CN-102,不锈钢储油罐区,2024-09-05 06:44,2024-09-21 06:44,准低温低氧控制,LOG-CN-41907460206,罐式车,"避光, 控温25℃下",2024-09-21 20:44,2024-09-25 18:49,西安市,雁塔区,108.94,34.21,2024-09-28 18:49
CN-AG-202409-11112,花生,河南省,正阳县,114.407704,32.580103,2024-05-26,2024-05-26 [清棵蹲苗] -> 2024-06-19 [培土迎葑] -> 2024-07-13 [钙镁肥补充] -> 2024-08-06 [下针期控旺] -> 2024-08-30 [地下虫害防治],2024-09-22 17:50,35316.0,正阳县第1深加工基地,"114.381567,32.5984",剥壳分选->烘炒->压榨提取->物理精炼,2024-09-24 19:50,2024-09-25 02:50,WH-CN-455,避光库房,2024-09-25 14:50,2024-10-22 14:50,避光控温控制,LOG-CN-26521632141,厢式货车,避光防潮,2024-10-22 20:50,2024-10-26 00:15,南京市,南京浦口区,118.62,32.05,2024-10-28 00:15
CN-AG-202409-11113,玉米,辽宁省,昌图县,124.1465,42.819913,2024-05-16,2024-05-16 [免耕直播] -> 2024-06-07 [苗期中耕] -> 2024-06-29 [喇叭口期追肥] -> 2024-07-21 [大斑病防治] -> 2024-08-12 [人工授粉辅助],2024-09-03 10:52,6783.52,昌图县第5深加工基地,"124.101192,42.787328",物理清理->脱粒烘干->破碎加工->筛理分级,2024-09-06 13:52,2024-09-06 21:58,WH-CN-861,现代化圆筒仓,2024-09-07 05:58,2024-09-22 05:58,避光控温控制,LOG-CN-82804256238,重型散粮卡车,"通风良好, 严控高温",2024-09-22 11:58,2024-09-24 03:43,广州市,天河区,113.33,23.13,2024-09-26 03:43
CN-AG-202409-11114,水稻,江苏省,兴化市,119.806798,32.953046,2024-04-24,2024-04-24 [播种育秧] -> 2024-05-17 [田间底肥] -> 2024-06-09 [插秧作业] -> 2024-07-02 [分蘖期灌溉] -> 2024-07-25 [除草控虫] -> 2024-08-17 [晒田补肥],2024-09-16 10:06,24276.56,兴化市第5深加工基地,"119.850972,32.928316",清理去石->砻谷脱壳->糙米碾白->抛光->色选->包装,2024-09-20 12:06,2024-09-20 15:05,WH-CN-737,平房仓(准低温),2024-09-20 22:05,2024-10-10 22:05,准低温低氧控制,LOG-CN-18409401485,散粮车,"防潮, 湿度<14%",2024-10-11 07:05,2024-10-12 20:43,北京市,丰台区,116.28,39.85,2024-10-14 20:43
CN-AG-202410-11115,水稻,吉林省,前郭县,124.812353,45.098329,2024-05-16,2024-05-16 [播种育秧] -> 2024-06-08 [田间底肥] -> 2024-07-01 [插秧作业] -> 2024-07-24 [分蘖期灌溉] -> 2024-08-16 [除草控虫] -> 2024-09-08 [晒田补肥],2024-10-02 08:13,19522.93,前郭县第1深加工基地,"124.802704,45.119931",清理去石->砻谷脱壳->糙米碾白->抛光->色选->包装,2024-10-06 10:13,2024-10-06 14:46,WH-CN-745,平房仓(准低温),2024-10-06 19:46,2024-11-16 19:46,准低温低氧控制,LOG-CN-64793777132,散粮车,"防潮, 湿度<14%",2024-11-17 08:46,2024-11-22 10:27,上海市,宝山区,121.48,31.4,2024-11-25 10:27
CN-AG-202410-11116,棉花,新疆维吾尔自治区,沙雅县,82.76752,41.241055,2024-05-01,2024-05-01 [覆膜播种] -> 2024-06-06 [人工打顶] -> 2024-07-12 [叶面喷施补硼] -> 2024-08-17 [枯萎病监测] -> 2024-09-22 [喷施脱叶剂],2024-10-24 16:16,16925.41,沙雅县第3深加工基地,"82.773175,41.21266",皮棉清理->锯齿轧花->纤维分级->压力打包,2024-10-27 21:16,2024-10-28 06:46,WH-CN-642,专业纤维库,2024-10-28 18:46,2024-11-28 18:46,避光控温控制,LOG-CN-10512732580,高栏平板车,"严禁烟火, 防静电, 干燥",2024-11-29 01:46,2024-11-30 10:59,武汉市,洪山区,114.34,30.5,2024-12-02 10:59
CN-AG-202410-11117,水稻,安徽省,寿县,116.825552,32.623913,2024-06-02,2024-06-02 [播种育秧] -> 2024-06-25 [田间底肥] -> 2024-07-18 [插秧作业] -> 2024-08-10 [分蘖期灌溉] -> 2024-09-02 [除草控虫] -> 2024-09-25 [晒田补肥],2024-10-17 08:30,24338.37,寿县第5深加工基地,"116.789831,32.578141",清理去石->砻谷脱壳->糙米碾白->抛光->色选->包装,2024-10-21 14:30,2024-10-21 23:29,WH-CN-213,平房仓(准低温),2024-10-22 03:29,2024-11-15 03:29,准低温低氧控制,LOG-CN-94951005256,散粮车,"防潮, 湿度<14%",2024-11-15 15:29,2024-11-17 04:56,西安市,雁塔区,108.94,34.21,2024-11-18 04:56
CN-AG-202409-11118,水稻,安徽省,寿县,116.762653,32.534998,2024-04-16,2024-04-16 [播种育秧] -> 2024-05-09 [田间底肥] -> 2024-06-01 [插秧作业] -> 2024-06-24 [分蘖期灌溉] -> 2024-07-17 [除草控虫] -> 2024-08-09 [晒田补肥],2024-09-07 17:56,35740.73,寿县第5深加工基地,"116.779676,32.573384",清理去石->砻谷脱壳->糙米碾白->抛光->色选->包装,2024-09-11 21:56,2024-09-12 04:32,WH-CN-984,平房仓(准低温),2024-09-12 15:32,2024-09-29 15:32,准低温低氧控制,LOG-CN-13878090313,散粮车,"防潮, 湿度<14%",2024-09-30 02:32,2024-10-02 07:34,深圳市,南山区,113.93,22.54,2024-10-04 07:34
CN-AG-202406-11119,大麦,新疆维吾尔自治区,奇台县,89.572937,44.010207,2024-03-14,2024-03-14 [翻耕播种] -> 2024-04-08 [分蘖期施氮] -> 2024-05-03 [化学除草] -> 2024-05-28 [灌浆期监控],2024-06-22 16:23,12465.05,奇台县第4深加工基地,"89.591512,44.021876",杂质清理->脱壳处理->分级磨皮->包装,2024-06-26 22:23,2024-06-27 01:09,WH-CN-290,平房仓,2024-06-27 05:09,2024-07-17 05:09,避光控温控制,LOG-CN-26424987929,散装车,防霉通风,2024-07-17 15:09,2024-07-19 16:00,成都市,新都区,104.15,30.82,2024-07-20 16:00
CN-AG-202406-11120,小麦,河北省,宁晋县,114.916609,37.579375,2023-11-03,2023-11-03 [深耕整地] -> 2023-12-11 [秋播种子处理] -> 2024-01-18 [越冬水灌溉] -> 2024-02-25 [拔节期追肥] -> 2024-04-03 [条锈病防治] -> 2024-05-11 [干热风防护],2024-06-20 14:35,29153.27,宁晋县第2深加工基地,"114.921406,37.621069",磁选除杂->着水润麦->多级研磨->高方筛理->包装,2024-06-24 18:35,2024-06-25 00:28,WH-CN-691,钢板筒仓,2024-06-25 11:28,2024-07-06 11:28,准低温低氧控制,LOG-CN-19199981259,全封闭货车,"干燥, 禁止异味混载",2024-07-06 22:28,2024-07-08 06:55,南京市,江宁区,118.83,31.95,2024-07-11 06:55
CN-AG-202406-11121,小麦,河南省,唐河县,112.859073,32.645213,2023-11-11,2023-11-11 [深耕整地] -> 2023-12-19 [秋播种子处理] -> 2024-01-26 [越冬水灌溉] -> 2024-03-04 [拔节期追肥] -> 2024-04-11 [条锈病防治] -> 2024-05-19 [干热风防护],2024-06-27 14:57,23293.86,唐河县第3深加工基地,"112.827097,32.670504",磁选除杂->着水润麦->多级研磨->高方筛理->包装,2024-06-29 19:57,2024-06-29 23:04,WH-CN-900,钢板筒仓,2024-06-30 03:04,2024-08-09 03:04,准低温低氧控制,LOG-CN-49327043065,全封闭货车,"干燥, 禁止异味混载",2024-08-09 12:04,2024-08-12 10:06,北京市,朝阳区,116.48,39.92,2024-08-15 10:06
CN-AG-202406-11122,小麦,内蒙古自治区,五原县,108.267667,41.133626,2023-10-30,2023-10-30 [深耕整地] -> 2023-12-07 [秋播种子处理] -> 2024-01-14 [越冬水灌溉] -> 2024-02-21 [拔节期追肥] -> 2024-03-30 [条锈病防治] -> 2024-05-07 [干热风防护],2024-06-19 10:18,33327.91,五原县第1深加工基地,"108.263899,41.095223",磁选除杂->着水润麦->多级研磨->高方筛理->包装,2024-06-22 16:18,2024-06-22 19:21,WH-CN-933,钢板筒仓,2024-06-23 02:21,2024-07-04 02:21,准低温低氧控制,LOG-CN-53016117280,全封闭货车,"干燥, 禁止异味混载",2024-07-04 09:21,2024-07-09 07:48,北京市,海淀区,116.3,39.96,2024-07-12 07:48
CN-AG-202409-11123,玉米,内蒙古自治区,突泉县,121.605549,46.338087,2024-05-21,2024-05-21 [免耕直播] -> 2024-06-12 [苗期中耕] -> 2024-07-04 [喇叭口期追肥] -> 2024-07-26 [大斑病防治] -> 2024-08-17 [人工授粉辅助],2024-09-04 13:58,13088.09,突泉县第5深加工基地,"121.572202,46.334701",物理清理->脱粒烘干->破碎加工->筛理分级,2024-09-08 18:58,2024-09-09 03:36,WH-CN-983,现代化圆筒仓,2024-09-09 12:36,2024-10-24 12:36,避光控温控制,LOG-CN-41482088148,重型散粮卡车,"通风良好, 严控高温",2024-10-24 22:36,2024-10-28 02:21,南京市,南京浦口区,118.62,32.05,2024-10-29 02:21
CN-AG-202408-11124,花生,河南省,正阳县,114.335982,32.598581,2024-04-07,2024-04-07 [清棵蹲苗] -> 2024-05-01 [培土迎葑] -> 2024-05-25 [钙镁肥补充] -> 2024-06-18 [下针期控旺] -> 2024-07-12 [地下虫害防治],2024-08-01 13:01,16202.01,正阳县第2深加工基地,"114.378382,32.595227",剥壳分选->烘炒->压榨提取->物理精炼,2024-08-04 18:01,2024-08-05 00:06,WH-CN-665,避光库房,2024-08-05 08:06,2024-08-24 08:06,避光控温控制,LOG-CN-54396905300,厢式货车,避光防潮,2024-08-24 23:06,2024-08-30 03:33,西安市,长安区,108.87,34.15,2024-08-31 03:33
CN-AG-202409-11125,水稻,辽宁省,盘山县,122.041645,41.251916,2024-05-02,2024-05-02 [播种育秧] -> 2024-05-25 [田间底肥] -> 2024-06-17 [插秧作业] -> 2024-07-10 [分蘖期灌溉] -> 2024-08-02 [除草控虫] -> 2024-08-25 [晒田补肥],2024-09-15 15:21,10416.76,盘山县第1深加工基地,"122.030129,41.235764",清理去石->砻谷脱壳->糙米碾白->抛光->色选->包装,2024-09-17 18:21,2024-09-18 01:54,WH-CN-880,平房仓(准低温),2024-09-18 10:54,2024-11-03 10:54,准低温低氧控制,LOG-CN-72700328850,散粮车,"防潮, 湿度<14%",2024-11-03 17:54,2024-11-06 13:17,西安市,长安区,108.87,34.15,2024-11-08 13:17
